Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0940514Y;Ecole maternelle Henri Wallon;Ecole;Public;37 rue Frédéric Joliot-Curie;;94600 CHOISY LE ROI;94600;94022;Choisy-le-Roi;094;24;11;1;0;;;;0148909715;;;ce.0940514Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940022300356;;48.77413521800982, 2.417210949862045;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657171.3;6852829.0;EPSG:2154;Circonscription d'inspection du 1er degré de Choisy-le-Roi;48.77413521800982;2.417210949862045;Rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941229A;;;0940925V;;;;
0940525K;Ecole maternelle Robert Schuman;Ecole;Public;60 avenue de Lattre de Tassigny;;94320 THIAIS;94320;94073;Thiais;094;24;11;1;0;;;;0148523933;;;ce.0940525K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600092;;48.75768587352675, 2.4041094853723064;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656194.7;6851007.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.75768587352675;2.4041094853723064;Numéro de rue;1966-09-30;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940575P;;;0940927X;;;;
0940527M;Ecole élémentaire Paul Casalis;Ecole;Public;20 rue Henri Doucet;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0156711965;;;ce.0940527M@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940028000117;;48.779128264948824, 2.4716536198078978;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661175.9;6853356.0;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.779128264948824;2.4716536198078978;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940003T;;;0941330K;;;;
0940532T;Ecole élémentaire Marcel Cachin A;Ecole;Public;1 allée Louis Bréguet;;94310 ORLY;94310;94054;Orly;094;24;11;0;1;;;;0148902533;;;ce.0940532T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940054600079;;48.74731737038293, 2.4124820792416117;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656801.6;6849849.9;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.74731737038293;2.4124820792416117;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941044Z;;;0942396U;;;;
0940542D;Ecole maternelle les Garennes;Ecole;Public;35 rue du 8 Mai 1945;;94240 L HAY LES ROSES;94240;94038;L'Haÿ-les-Roses;094;24;11;1;0;;;;0146659976;;;ce.0940542D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940038900157;;48.777655219352376, 2.3295291129442144;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650731.1;6853271.5;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.777655219352376;2.3295291129442144;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940583Y;;;0940922S;;;;
0940545G;Ecole maternelle Saint Exupéry;Ecole;Public;7 rue de Lorraine;;94700 MAISONS ALFORT;94700;94046;Maisons-Alfort;094;24;11;1;0;;;;0145183342;;;ce.0940545G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940046200178;;48.813713121983994, 2.43501133223056;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658510.9;6857220.0;EPSG:2154;Circonscription d'inspection du 1er degré de Maisons-Alfort;48.813713121983994;2.43501133223056;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941024C;;;0941537K;;;;
0940571K;Ecole élémentaire Maximilien Robespierre;Ecole;Public;8 rue Daumier;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;0;1;;;;0147266100;;;ce.0940571K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940076900127;;48.791943419566934, 2.370742234265794;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653772.2;6854835.2;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.791943419566934;2.370742234265794;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941038T;;;0940920P;;;;
0940573M;Ecole élémentaire Henri Wallon B;Ecole;Public;99 rue Louise Aglaé Cretté;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0143911724;;;ce.0940573M@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940081900179;;48.79864967395887, 2.394310440782089;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655509.3;6855567.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.79864967395887;2.394310440782089;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941033M;;;0940936G;;;;
0940577S;Ecole maternelle Pauline Kergomard;Ecole;Public;31 rue Camille Blanc;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0146828249;;;ce.0940577S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900120;;48.785718617199784, 2.394231887467531;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655492.5;6854129.6;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.785718617199784;2.394231887467531;Numéro de rue;1966-09-30;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941224V;;;0941461C;;;;
0940626V;Ecole élémentaire Les Buissons;Ecole;Public;2 avenue des Bruyères;;94440 MAROLLES EN BRIE;94440;94048;Marolles-en-Brie;094;24;11;0;1;;;;0145950068;;;ce.0940626V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940048800041;;48.737006465715325, 2.5547617857741;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667256.4;6848635.1;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.737006465715325;2.5547617857741;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941782B;;;0941460B;;;;
0940637G;Ecole élémentaire Condorcet A;Ecole;Public;2 rue Condorcet;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;0;1;;;;0143890292;;;ce.0940637G@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940078500198;;48.736931199195084, 2.462808059632565;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660494.0;6848668.8;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.736931199195084;2.462808059632565;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940791Z;;;0940933D;;;;
0940670T;Ecole primaire Germaine Tillion;Ecole;Public;12 rue des Fusillés de Chateaubriant;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;1;1;;;;0173326101;;;ce.0940670T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940019900226;;48.799350464976406, 2.54094501410881;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666280.6;6855572.6;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.799350464976406;2.54094501410881;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941348E;;;0940924U;;;;
0940679C;Ecole élémentaire d'application Les Charmilles;Ecole;Public;1 rue de Rochopt;;94520 MANDRES LES ROSES;94520;94047;Mandres-les-Roses;094;24;11;0;1;;;;0145988221;;;ce.0940679C@ac-creteil.fr;0;0;0;;;;;;;;;;;;;;;21940047000023;;48.69974276250357, 2.5387380776288397;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666053.8;6844498.9;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.69974276250357;2.5387380776288397;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;153;ECOLE ELEMENTAIRE D APPLICATION;99;0942187S;;;0941460B;;;;
0940708J;Ecole élémentaire Jean Jaurès;Ecole;Public;1 rue Louise Adelaïde;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;0;1;;;;0149413094;;;ce.0940708J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300044;;48.823301133040495, 2.5495587846912016;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666928.5;6858232.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.823301133040495;2.5495587846912016;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940625U;;;0942138N;;;;
0940712N;Ecole primaire Jeanne et Maurice Dudragne;Ecole;Public;9 avenue Monrichard;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;1;1;;;;0149412194;;;ce.0940712N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300127;;48.83113559912958, 2.5476915687832595;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666796.4;6859103.9;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.83113559912958;2.5476915687832595;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941411Y;;;0942138N;;;;
0940717U;Ecole maternelle Paul Bert;Ecole;Public;61 rue Paul Bert;;94290 VILLENEUVE LE ROI;94290;94077;Villeneuve-le-Roi;094;24;11;1;0;;;;0145974220;;;ce.0940717U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940077700047;;48.7311698594767, 2.4419328517868757;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658954.3;6848038.9;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.7311698594767;2.4419328517868757;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940743X;;;0942396U;;;;
0940724B;Ecole maternelle Anatole France;Ecole;Public;26 rue Anatole France;;94490 ORMESSON SUR MARNE;94490;94055;Ormesson-sur-Marne;094;24;11;1;0;;;;0145467037;;;ce.0940724B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940055300075;;48.789893718692944, 2.546913900054593;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666713.0;6854518.6;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.789893718692944;2.546913900054593;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941410X;;;0941980S;;;;
0940727E;Ecole maternelle Parc Montaleau;Ecole;Public;30 rue Montaleau;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;1;0;;;;0145902988;;;ce.0940727E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940071000154;;48.77057894337349, 2.516790488568332;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664486.8;6852384.2;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77057894337349;2.516790488568332;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940617K;;;0941460B;;;;
0940728F;Ecole maternelle Cité Verte;Ecole;Public;3 ter avenue Georges Pompidou;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;1;0;;;;0149829360;;;ce.0940728F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940071000188;;48.77148474665226, 2.524435971518871;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665049.3;6852481.5;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.77148474665226;2.524435971518871;Rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940617K;;;0941460B;;;;
0940733L;Ecole maternelle Anatole France;Ecole;Public;36 rue Anatole France;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;1;0;;;;0143898110;;;ce.0940733L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940078500164;;48.741526463509075, 2.452327529119079;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659726.8;6849185.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.741526463509075;2.452327529119079;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940791Z;;;0940933D;;;;
0940739T;Ecole maternelle Paul Bert;Ecole;Public;Place Moulierat;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;1;0;;;;0143822834;;;ce.0940739T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940078500222;;48.74894377716534, 2.4345125491023647;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658422.7;6850018.9;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.74894377716534;2.4345125491023647;Rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940792A;;;0940933D;;;;
0940746A;Ecole maternelle Paul Eluard;Ecole;Public;Rue Gaston Monmousseau;;94460 VALENTON;94460;94074;Valenton;094;24;11;1;0;;;;0143863718;;;ce.0940746A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940074400070;;48.74695203001656, 2.4697051727803103;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661008.7;6849779.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.74695203001656;2.4697051727803103;Rue;1965-07-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941052H;;;0941980S;;;;
0940752G;Ecole maternelle La Fosse Rouge;Ecole;Public;51 rue du Grand Val;;94370 SUCY EN BRIE;94370;94071;Sucy-en-Brie;094;24;11;1;0;;;;0149829240;;;ce.0940752G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940071000147;;48.776654136409114, 2.5293368137373937;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665412.9;6853054.1;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.776654136409114;2.5293368137373937;Numéro de rue;1966-04-26;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940617K;;;0941460B;;;;
0940755K;Ecole élémentaire Romain Rolland B;Ecole;Public;5 avenue Romain Rolland;;94380 BONNEUIL SUR MARNE;94380;94011;Bonneuil-sur-Marne;094;24;11;0;1;;;;0149805203;;;ce.0940755K@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940011600105;;48.76988564378461, 2.479158646304318;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661720.6;6852324.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.76988564378461;2.479158646304318;Numéro de rue;1967-10-09;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940171A;;;0941980S;;;;
0940777J;Ecole élémentaire Maurice Thorez A;Ecole;Public;22 rue du 11 Novembre 1918;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155984102;;;ce.0940777J@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940017300262;;48.810603263750906, 2.537389953780866;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666026.8;6856825.3;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.810603263750906;2.537389953780866;Numéro de rue;1968-01-08;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941299B;;;0940924U;;;;
0940798G;Ecole maternelle Danielle Casanova;Ecole;Public;Avenue Danielle Casanova;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0155091705;;;ce.0940798G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940017300122;;48.82484060787679, 2.514120530816967;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664327.7;6858418.6;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.82484060787679;2.514120530816967;Rue;1968-05-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940786U;;;0940923T;;;;
0940801K;Ecole élémentaire Maurice Rousseau;Ecole;Public;52 avenue Claire;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;0;1;;;;0145760783;;;ce.0940801K@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940019900093;;48.80115514809536, 2.546738479185302;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666707.3;6855770.8;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80115514809536;2.546738479185302;Numéro de rue;1968-05-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940787V;;;0940924U;;;;
0940901U;Ecole maternelle Danielle Casanova;Ecole;Public;5 rue du 10 juillet 1940;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0625337872;;;ce.0940901U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900369;;48.78602578680835, 2.396992678432461;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655695.6;6854162.2;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.78602578680835;2.396992678432461;Numéro de rue;1968-08-21;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941033M;;;0941461C;;;;
0940907A;Ecole primaire Jean Renon;Ecole;Public;2 route de Combault;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;1;1;;;;0149302437;;;ce.0940907A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300077;;48.8249918583486, 2.5545811532397806;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667298.3;6858417.9;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.8249918583486;2.5545811532397806;Numéro de rue;1968-09-25;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941411Y;;;0942138N;;;;
0941060S;Ecole élémentaire Paul Eluard B;Ecole;Public;3 rue de Burnley;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0146828455;;;ce.0941060S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900138;;48.78711603949975, 2.3874781645561822;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654997.5;6854288.8;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.78711603949975;2.3874781645561822;Numéro de rue;1969-07-15;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941294W;;;0940936G;;;;
0941121H;Ecole élémentaire Anatole France;Ecole;Public;22 rue d'Alsace Lorraine;;94450 LIMEIL BREVANNES;94450;94044;Limeil-Brévannes;094;24;11;0;1;;;;0145696635;;;ce.0941121H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940044700070;;48.75363113668175, 2.4884615180817122;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662392.6;6850513.0;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.75363113668175;2.4884615180817122;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941783C;;;0941397H;;;;
0941141E;Ecole maternelle Jean de La Fontaine;Ecole;Public;5 rue Albert Camus;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;1;0;;;;0143822560;;;ce.0941141E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940078500057;;48.75063390789481, 2.4528753546005126;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659774.1;6850197.3;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.75063390789481;2.4528753546005126;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940749D;;;0940933D;;;;
0941158Y;Ecole maternelle Robert Lebon;Ecole;Public;31 rue Lamartine;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;1;0;;;;0141734630;;;ce.0941158Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940076900218;;48.780520055615455, 2.3641147426631237;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653275.1;6853569.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.780520055615455;2.3641147426631237;Numéro de rue;1970-06-04;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941038T;;;0940920P;;;;
0941203X;Ecole maternelle Paul Langevin;Ecole;Public;Rue Aimé et Eugénie Cotton;;94120 FONTENAY SOUS BOIS;94120;94033;Fontenay-sous-Bois;094;24;11;1;0;;;;0171335832;;;ce.0941203X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940033000052;;48.854015294319815, 2.4787906512679787;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661755.3;6861679.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fontenay-sous-Bois;48.854015294319815;2.4787906512679787;Rue;1970-07-07;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941296Y;;;0940931B;;;;
0941204Y;Ecole maternelle Henri Wallon;Ecole;Public;29 rue Sacco et Vanzetti;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;1;0;;;;0146773880;;;ce.0941204Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940076900309;;48.803532470489124, 2.3613071706385393;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653089.5;6856129.3;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.803532470489124;2.3613071706385393;Numéro de rue;1970-07-07;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941039U;;;0940920P;;;;
0941206A;Ecole maternelle Pont Royal;Ecole;Public;15 avenue du Pont Royal;;94230 CACHAN;94230;94016;Cachan;094;24;11;1;0;;;;0146659367;;;ce.0941206A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940016500060;;48.792665775216626, 2.322246737702991;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650210.3;6854945.0;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.792665775216626;2.322246737702991;Numéro de rue;1970-09-16;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941100K;;;0940922S;;;;
0941207B;Ecole élémentaire les Frères Lumière;Ecole;Public;2 rue des Fournières;;94260 FRESNES;94260;94034;Fresnes;094;24;11;0;1;;;;0178682545;;;ce.0941207B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940034800096;;48.76075340298314, 2.3215903972484453;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;650131.6;6851397.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.76075340298314;2.3215903972484453;Numéro de rue;1970-09-15;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940101Z;;;0940927X;;;;
0941209D;Ecole élémentaire Geneviève De Gaulle-Anthonioz;Ecole;Public;7-11 rue Olympe de Gouges;;94240 L HAY LES ROSES;94240;94038;L'Haÿ-les-Roses;094;24;11;0;1;;;;0146865996;;;ce.0941209D@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940038900330;;48.775081898126345, 2.355497730386455;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;652637.0;6852969.5;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.775081898126345;2.355497730386455;Numéro de rue;1970-09-24;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940583Y;;;0940922S;;;;
